T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
18.7,25.6,10.0,1010.8,70.0,1.4,6.1,14.8,167.0
19.7,26.4,15.1,1009.3,72.0,1.6,15.0,29.4,99.5
13.8,26.4,9.6,1011.3,88.0,1.0,8.1,14.8,143.0
12.7,19.5,7.0,1012.0,66.0,1.4,9.3,25.9,100.25
12.5,20.0,4.6,1012.4,64.0,1.6,3.7,18.3,126.0
13.4,21.6,5.6,1013.6,67.0,1.4,3.7,11.1,163.0
13.3,21.6,6.6,1013.5,69.0,1.4,9.3,24.1,152.0
15.3,22.6,5.6,1013.6,67.0,1.6,4.8,11.1,165.0
13.1,22.6,11.0,1011.8,97.0,1.1,5.4,11.1,116.0
12.6,17.7,9.2,1012.6,91.0,0.6,3.9,7.6,143.0
14.2,19.6,7.2,1016.2,79.0,1.3,9.4,18.3,194.0
15.1,21.5,9.6,1017.7,71.0,1.3,12.8,33.5,130.0
15.3,23.2,9.5,1017.4,64.0,1.4,8.9,20.6,152.0
15.1,23.3,7.1,1016.7,77.0,0.8,1.9,7.6,231.0
16.1,24.5,8.2,1014.8,80.0,0.6,1.9,9.4,218.66666666666663
17.2,24.6,9.0,1014.2,75.0,1.4,8.9,14.8,211.0
16.5,24.6,12.5,1017.5,87.0,0.8,6.3,11.1,172.0
16.6,22.3,12.0,1019.4,83.0,0.6,7.8,14.8,184.0
16.3,22.8,10.0,1018.7,71.0,1.8,5.2,14.8,95.41666666666669
17.9,25.2,10.3,1017.4,70.0,1.1,0.9,7.6,52.20833333333334
18.9,26.2,12.5,1014.4,72.0,1.3,2.4,9.4,187.5
18.6,25.3,13.0,1013.3,80.0,1.1,7.2,22.2,130.0
15.7,25.3,12.0,1013.1,90.0,1.3,5.7,14.8,68.0
16.3,21.3,12.0,1015.1,90.0,1.1,4.3,13.0,123.0
16.1,21.8,10.0,1017.1,82.0,1.3,5.7,11.1,120.0
17.8,25.7,10.5,1016.3,67.0,2.1,3.7,11.1,153.0
18.8,26.2,12.0,1016.5,69.0,1.4,3.7,11.1,119.0
19.5,26.9,13.8,1015.9,66.0,1.8,4.1,9.4,110.0
18.8,25.7,13.6,1016.1,64.0,2.1,4.4,11.1,94.0
18.4,25.9,11.0,1017.0,65.0,2.3,6.7,14.8,130.0
19.8,27.1,12.8,1017.2,66.0,2.6,9.8,24.1,110.0
22.3,29.0,14.0,1014.6,61.0,2.3,5.0,13.0,138.0
20.0,23.5,17.6,1013.9,72.0,1.9,11.1,22.2,39.0
20.6,26.8,15.2,1013.7,74.0,2.3,15.6,25.9,44.0
20.0,27.1,13.5,1016.4,74.0,2.7,6.5,11.1,52.375
18.9,27.1,12.8,1016.1,65.0,2.6,9.8,18.3,75.0
19.7,27.6,12.0,1015.2,66.0,1.9,5.7,13.0,146.0
21.4,29.7,12.6,1016.4,65.0,1.4,2.8,9.4,116.625
23.1,31.6,15.5,1015.4,61.0,1.9,6.3,16.5,163.0
26.4,34.4,16.0,1011.2,57.0,1.9,6.9,11.1,162.0
24.5,34.4,19.6,1013.0,62.0,2.3,9.1,16.5,63.0
21.7,28.4,16.2,1013.1,61.0,2.3,10.2,22.2,80.0
21.5,29.2,15.0,1010.8,59.0,2.6,7.4,18.3,100.0
22.4,32.5,14.5,1007.2,68.0,2.1,5.4,11.1,109.0
24.8,32.4,17.2,1007.0,64.0,1.8,3.0,7.6,103.0
23.2,27.6,17.6,1010.7,65.0,1.0,10.4,18.3,208.0
22.7,29.2,19.0,1011.6,76.0,1.9,9.8,22.2,74.0
24.6,32.7,16.5,1010.6,64.0,1.8,2.8,11.1,110.0
25.2,32.7,19.1,1010.7,64.0,1.9,2.8,11.1,108.0
23.4,29.1,19.6,1011.7,69.0,1.9,4.8,9.4,103.0
24.6,33.1,18.6,1011.2,71.0,1.4,4.4,11.1,111.5
25.8,31.7,19.0,1011.3,61.0,1.8,8.3,16.5,98.0
24.3,30.7,17.5,1010.0,52.0,1.8,13.9,31.7,60.0
24.2,30.8,17.0,1008.2,48.0,1.9,13.1,22.2,74.0
24.9,33.2,16.8,1006.2,49.0,2.6,9.6,25.9,101.0
26.8,35.2,17.7,1005.7,50.0,1.9,7.2,14.8,106.0
25.1,35.2,18.0,1010.4,53.0,2.1,10.4,25.9,89.0
25.7,32.2,17.8,1010.2,51.0,1.9,10.6,20.6,71.0
27.4,35.1,19.6,1008.9,50.0,2.6,9.3,18.3,76.0
30.1,38.0,20.0,1007.4,49.0,2.6,6.7,18.3,113.0
27.2,38.0,21.0,1009.7,55.0,1.9,13.0,18.3,48.0
25.8,32.2,19.5,1010.3,49.0,2.6,12.6,18.3,47.0
25.7,32.8,17.5,1010.3,41.0,2.6,12.8,25.9,67.0
26.3,33.5,17.9,1010.8,36.0,2.6,12.4,29.4,65.0
28.0,35.6,17.0,1008.8,34.0,2.9,10.0,25.9,77.0
29.1,37.2,18.9,1006.9,46.0,1.9,5.2,11.1,114.0
27.0,37.2,22.6,1009.8,49.0,1.9,15.6,27.8,56.0
27.7,34.5,21.5,1010.6,55.0,1.9,5.2,13.0,79.0
29.1,36.5,20.5,1009.2,53.0,1.8,2.6,11.1,123.0
26.9,34.2,19.8,1008.1,59.0,1.8,4.4,7.6,97.0
26.5,34.2,20.2,1006.9,57.0,1.9,9.3,22.2,77.0
24.9,31.6,18.5,1011.2,68.0,2.3,11.1,18.3,48.0
25.6,32.3,20.0,1011.4,64.0,1.9,5.0,14.8,80.0
26.8,33.6,19.2,1010.5,53.0,1.6,4.6,11.1,137.0
28.1,35.8,18.6,1010.0,40.0,1.9,8.7,16.5,87.0
29.5,36.0,20.4,1011.9,37.0,2.7,12.4,27.8,61.0
29.0,36.0,21.6,1008.9,44.0,2.3,6.1,16.5,82.0
29.4,37.2,21.2,1006.0,42.0,2.6,8.0,22.2,139.0
30.5,38.8,20.6,1006.0,41.0,2.4,8.1,22.2,121.0
31.5,38.8,22.1,1006.2,39.0,2.4,8.1,16.5,97.0
30.6,38.7,21.5,1007.0,36.0,1.9,8.3,18.3,92.08333333333331
31.4,39.5,21.0,1005.6,34.0,1.9,10.2,27.8,105.0
32.2,41.0,22.6,1003.9,34.0,2.6,8.3,25.9,119.0
33.4,42.1,22.8,1003.6,32.0,2.6,5.2,16.5,121.0
34.8,42.8,24.2,1001.7,30.0,2.3,9.6,18.3,130.0
34.5,41.7,26.2,1001.8,33.0,1.9,6.5,11.1,90.0
31.8,41.7,26.2,1003.7,43.0,1.9,7.4,18.3,55.0
31.9,39.7,21.6,1003.2,40.0,1.9,5.9,9.4,79.0
30.0,39.7,25.6,1006.0,56.0,2.3,10.2,14.8,81.0
30.2,35.8,23.1,1006.9,57.0,1.9,7.0,14.8,73.0
31.8,38.6,24.2,1004.3,54.0,1.9,1.9,7.6,108.0
32.2,39.5,25.2,1002.1,45.0,1.6,9.3,16.5,198.0
30.7,39.5,21.4,1000.5,43.0,1.6,6.5,14.8,120.0
30.1,37.6,23.0,1000.9,45.0,1.9,7.8,20.6,117.0
30.1,35.2,25.0,1003.8,49.0,1.9,7.2,13.0,86.0
28.2,35.3,24.2,1005.0,60.0,8.9,10.9,27.8,88.0
25.2,30.6,18.0,1008.2,71.0,2.6,10.0,20.6,60.0
26.9,32.1,19.0,1006.6,62.0,1.8,8.5,18.3,79.0
29.7,35.4,23.0,1004.1,48.0,1.8,11.1,16.5,133.0
31.1,36.7,25.0,1003.5,46.0,2.6,9.4,22.2,87.0
30.0,36.9,24.1,1007.1,54.0,2.6,7.2,18.3,107.0
32.4,39.1,24.4,1006.8,39.0,1.9,14.8,27.8,76.0
32.3,39.1,24.0,1006.6,36.0,2.3,11.7,24.1,53.0
31.9,38.8,26.5,1006.0,39.0,2.3,8.7,22.2,65.0
32.8,38.6,24.8,1002.3,40.0,1.9,9.6,18.3,83.0
33.3,40.6,24.2,999.6,39.0,2.6,11.1,27.8,86.0
34.5,43.6,25.8,1000.0,39.0,2.3,19.4,29.4,65.0
31.6,43.6,25.5,1004.0,55.0,2.6,6.7,14.8,44.0
32.4,40.6,23.2,1005.2,45.0,2.7,8.9,14.8,40.0
30.0,36.4,21.4,1007.2,60.0,2.6,4.1,14.8,48.0
31.8,38.8,24.0,1004.8,54.0,1.9,2.6,7.6,103.0
33.6,40.6,25.6,1001.3,47.0,2.6,3.9,13.0,119.0
35.3,43.7,26.3,999.2,43.0,2.7,4.4,11.1,124.0
33.9,43.7,29.1,999.4,48.0,1.8,7.8,14.8,143.0
34.6,42.8,25.0,999.6,46.0,1.8,6.3,18.3,143.0
32.9,41.6,25.6,1003.0,44.0,2.9,17.4,55.4,44.0
32.8,39.9,25.0,1003.3,48.0,2.6,4.6,14.8,71.95833333333333
34.8,41.7,26.5,1000.0,40.0,2.6,6.5,14.8,17.5
35.3,43.4,26.0,998.0,39.0,1.8,7.2,16.5,87.0
36.9,44.7,27.7,996.1,34.0,2.6,8.5,14.8,84.0
37.4,45.0,29.4,995.1,36.0,2.3,10.2,18.3,85.54166666666667
38.5,44.9,30.8,994.0,31.0,1.9,13.1,29.4,101.0
37.8,45.1,28.6,993.3,34.0,1.9,6.7,18.3,76.0
37.9,45.5,30.1,993.1,38.0,1.9,5.9,16.5,84.33333333333333
37.3,45.5,28.1,994.8,28.0,1.9,12.0,24.1,84.0
37.5,43.6,31.2,995.7,31.0,2.3,14.8,27.8,83.0
33.0,43.6,28.4,997.1,49.0,1.9,24.3,55.4,55.0
30.3,41.1,22.7,997.7,62.0,2.6,16.7,29.4,48.0
30.5,37.1,25.5,997.3,73.0,2.6,6.5,22.2,64.45833333333333
33.9,40.6,28.0,997.0,59.0,2.1,8.1,25.9,80.54166666666667
36.4,41.2,30.6,995.5,50.0,2.7,10.9,20.6,58.08333333333334
36.8,43.3,31.2,994.2,48.0,2.6,15.9,25.9,49.95833333333334
34.4,43.3,29.2,994.3,61.0,1.9,10.9,24.1,101.70833333333331
35.6,41.4,28.4,993.2,55.0,1.9,10.9,18.3,65.41666666666667
37.9,43.0,31.0,991.5,44.0,2.3,17.8,25.9,54.66666666666666
36.9,41.7,32.7,994.0,49.0,1.9,9.8,24.1,78.0
34.5,41.7,30.3,996.3,55.0,1.9,4.4,11.1,73.0
32.7,38.8,29.4,995.9,56.0,1.9,6.3,14.8,58.0
33.1,39.0,26.5,995.4,54.0,2.3,10.2,22.2,61.0
33.3,39.0,25.3,997.7,56.0,1.9,9.8,16.5,49.0
32.4,38.1,23.5,1000.8,66.0,1.9,3.3,7.6,65.875
34.7,39.9,28.8,1001.5,55.0,1.9,9.4,22.2,72.41666666666667
34.7,39.9,29.0,999.4,57.0,1.9,5.9,11.1,71.0
33.1,39.7,26.0,997.7,63.0,1.9,9.6,25.9,74.0
32.2,39.7,25.2,997.6,72.0,1.9,3.1,11.1,107.16666666666669
31.2,35.2,27.0,1000.9,71.0,1.9,6.3,11.1,184.66666666666663
29.5,36.6,25.5,1000.9,76.0,1.8,5.7,14.8,113.33333333333331
28.9,36.6,26.1,998.4,80.0,1.9,5.2,14.8,146.20833333333334
32.5,36.8,26.0,996.8,68.0,1.8,4.1,14.8,65.375
34.0,38.6,29.0,998.8,60.0,1.9,4.6,18.3,111.04166666666669
30.8,38.6,28.4,1000.4,66.0,1.9,4.3,20.6,111.125
34.0,38.8,26.8,998.1,55.0,1.9,5.6,14.8,112.29166666666669
34.9,40.3,28.6,996.8,48.0,1.9,9.6,25.9,60.625
35.9,40.5,29.6,996.3,46.0,1.9,13.7,27.8,71.0
36.0,41.3,30.0,996.8,46.0,1.9,11.3,27.8,57.04166666666666
36.7,42.0,30.1,996.2,45.0,2.7,8.9,22.2,67.41666666666667
36.4,42.3,30.5,996.1,54.0,1.9,4.3,9.4,132.70833333333334
33.3,42.3,29.2,997.8,69.0,1.9,5.2,9.4,153.41666666666666
32.4,40.2,25.9,997.2,74.0,1.9,6.7,14.8,134.95833333333334
33.2,39.0,28.5,996.2,68.0,1.9,8.9,11.1,81.125
32.6,39.0,27.9,997.2,70.0,1.9,10.4,13.0,197.66666666666663
30.8,36.8,26.4,995.9,77.0,1.9,6.7,14.8,160.75
27.3,36.8,24.6,994.9,88.0,1.9,2.6,11.1,29.125
29.8,33.6,25.4,995.1,76.0,1.9,6.3,18.3,52.25
30.8,34.6,26.5,996.6,74.0,1.9,6.3,14.8,160.375
32.1,35.8,27.2,996.1,71.0,1.9,4.6,9.4,99.375
31.7,36.3,29.4,997.0,75.0,1.9,7.2,29.4,123.875
30.7,34.1,28.2,997.8,77.0,1.9,8.1,16.5,131.41666666666666
30.7,34.0,27.0,998.7,70.0,1.9,12.0,20.6,53.875
30.7,33.9,26.5,1000.8,70.0,1.9,10.0,14.8,31.0
32.5,37.5,27.6,1001.9,67.0,1.9,7.2,18.3,47.0
31.7,37.5,28.1,1002.1,71.0,1.9,2.4,33.5,38.0
30.2,37.4,27.7,999.3,80.0,1.6,4.3,14.8,42.0
30.3,34.9,25.8,999.4,76.0,1.9,5.7,11.1,35.0
31.9,36.5,26.6,999.6,72.0,1.9,4.1,11.1,43.0
32.5,36.5,28.2,999.9,71.0,1.9,7.8,16.5,35.0
33.3,37.7,28.1,998.0,66.0,1.9,6.5,9.4,25.08333333333333
30.3,35.3,28.4,996.9,81.0,1.9,0.9,7.6,45.0
31.4,36.6,27.0,995.3,72.0,1.9,5.7,13.0,33.0
30.5,36.6,27.8,996.1,75.0,1.9,5.2,11.1,31.0
29.8,35.4,26.8,997.5,82.0,1.4,1.9,11.1,69.0
32.6,35.5,30.0,996.3,67.0,1.9,7.4,9.4,62.0
31.0,34.0,29.0,996.8,71.0,1.9,5.6,16.5,26.0
30.9,35.0,27.6,998.4,73.0,1.9,5.9,14.8,30.0
30.9,35.4,27.0,1000.3,75.0,1.9,4.8,16.5,29.0
28.8,32.5,27.6,1000.8,88.0,1.9,3.5,13.0,47.0
31.0,36.0,25.0,999.8,76.0,1.6,3.0,7.6,48.0
32.1,36.6,27.6,998.6,65.0,1.9,8.3,13.0,37.125
32.0,36.6,27.0,998.1,63.0,2.3,20.7,27.8,23.0
30.5,36.2,25.4,997.3,65.0,2.3,18.5,29.4,22.0
31.2,35.7,27.6,999.0,62.0,1.9,14.6,27.8,25.0
30.6,35.2,26.2,1002.9,67.0,1.9,6.9,18.3,32.0
31.3,36.3,25.8,1003.1,60.0,2.3,7.2,14.8,31.0
31.8,36.4,27.0,1005.3,63.0,1.9,5.6,13.0,56.0
33.0,37.0,27.0,1004.8,59.0,1.9,6.9,16.5,66.0
33.3,38.4,28.0,1002.5,54.0,1.9,8.9,18.3,64.0
32.6,38.4,28.0,1001.3,51.0,1.9,10.9,27.8,47.0
32.9,38.1,26.4,1002.5,54.0,2.3,8.5,22.2,48.0
33.1,38.2,27.5,1003.2,53.0,1.9,9.3,22.2,51.0
33.2,38.2,28.0,1003.0,53.0,2.7,11.3,25.9,43.0
33.7,39.1,27.5,1002.6,53.0,2.7,7.8,16.5,33.5
34.1,39.4,29.0,1001.5,49.0,3.1,10.0,18.3,43.0
34.1,39.4,27.5,1001.1,53.0,2.9,8.0,20.6,38.0
29.7,38.2,27.2,1003.9,73.0,2.3,6.7,35.2,29.16666666666667
30.4,37.2,26.0,1003.5,75.0,1.9,3.7,14.8,37.375
28.7,34.8,23.7,1002.5,82.0,1.9,4.3,14.8,60.0
27.5,34.8,25.0,1001.0,89.0,1.9,4.3,16.5,49.0
29.5,35.3,24.6,1001.1,71.0,2.3,10.9,48.2,19.0
29.4,35.3,26.3,1001.7,76.0,2.6,10.4,20.6,22.0
28.5,33.2,26.0,1001.3,82.0,1.9,15.0,25.9,24.29166666666667
27.8,33.2,25.0,1000.3,85.0,2.1,9.3,20.6,25.0
26.6,32.5,24.6,1000.1,89.0,1.9,8.3,25.9,23.41666666666667
28.6,32.2,23.6,1002.5,81.0,1.9,2.0,7.6,47.0
30.9,34.7,25.7,1003.5,73.0,1.9,1.3,5.4,74.0
31.2,36.0,26.4,1003.3,72.0,1.9,3.5,13.0,41.0
30.8,36.0,26.8,1002.5,76.0,1.9,1.9,11.1,50.0
28.7,36.0,26.6,1003.3,82.0,1.9,4.8,13.0,44.0
26.5,29.1,25.2,1005.7,89.0,1.1,3.5,13.0,66.0
28.5,33.6,23.0,1005.1,77.0,1.9,1.7,9.4,62.0
29.3,34.1,23.5,1004.1,73.0,1.8,4.3,11.1,58.0
29.0,34.8,24.6,1004.3,71.0,1.9,6.7,14.8,57.0
29.8,34.9,22.5,1004.2,68.0,2.6,6.7,18.3,38.0
30.6,34.9,26.0,1002.4,70.0,1.9,6.3,20.6,57.0
30.6,35.5,25.6,1002.1,67.0,2.7,7.4,18.3,50.0
30.5,35.7,25.2,1003.8,67.0,1.9,6.7,18.3,50.0
31.0,36.3,25.3,1003.5,62.0,3.1,4.3,14.8,47.0
31.0,36.3,26.0,1002.8,61.0,2.3,4.4,11.1,56.0
30.4,36.2,25.2,1003.6,61.0,2.6,5.6,14.8,54.0
30.6,36.0,25.0,1004.5,57.0,2.6,13.3,29.4,42.0
30.8,35.7,26.0,1004.0,54.0,3.7,11.1,25.9,41.0
29.6,36.0,24.4,1006.3,59.0,2.6,8.1,25.9,42.375
30.0,35.8,24.2,1007.7,58.0,2.6,9.6,18.3,45.0
30.1,35.7,24.0,1008.1,57.0,2.4,5.7,16.5,52.0
30.7,36.3,25.4,1009.2,54.0,3.1,8.9,16.5,43.0
30.4,36.3,25.1,1009.6,55.0,2.7,7.2,14.8,41.0
30.4,36.4,24.9,1009.1,55.0,2.9,7.4,18.3,44.0
30.6,37.2,24.0,1009.4,55.0,2.4,6.7,18.3,49.0
31.0,36.9,24.3,1010.1,54.0,3.1,3.1,11.1,41.958333333333336
30.9,37.2,24.5,1008.3,65.0,1.6,1.1,5.4,45.75
29.6,35.2,24.9,1009.9,59.0,1.9,3.0,20.6,70.0
27.6,34.6,22.2,1010.0,56.0,2.3,3.3,11.1,51.0
27.0,34.6,20.3,1008.7,62.0,1.9,3.1,14.8,66.75
25.7,34.0,19.8,1008.5,62.0,1.4,4.3,25.9,39.958333333333336
24.4,33.6,21.4,1011.0,75.0,1.9,5.4,14.8,11.583333333333336
24.5,30.4,19.6,1014.8,73.0,2.1,3.1,7.6,13.0
23.2,30.6,16.2,1014.1,62.0,2.6,4.8,18.3,7.875
24.9,31.6,15.6,1013.8,53.0,1.6,3.1,7.6,33.541666666666664
24.1,31.6,16.5,1012.8,60.0,1.6,2.6,11.1,151.0
23.8,31.5,16.5,1012.5,61.0,1.4,4.3,11.1,156.0
24.7,32.3,16.6,1013.3,60.0,1.8,4.4,14.8,156.0
25.4,33.3,18.0,1014.5,60.0,1.4,2.0,5.4,151.79166666666666
25.7,34.3,18.0,1014.5,67.0,1.1,0.4,3.5,181.0
25.3,34.3,18.2,1012.8,69.0,1.0,0.9,7.6,219.95833333333331
25.5,33.2,19.0,1011.8,72.0,1.3,1.9,7.6,231.0
25.4,33.1,18.6,1012.3,71.0,1.0,0.9,3.5,252.0
25.1,32.3,19.4,1014.9,69.0,1.4,2.0,9.4,119.0
24.9,32.6,19.5,1013.7,67.0,1.4,1.9,9.4,126.0
25.0,32.6,17.9,1011.9,69.0,1.0,2.6,9.4,172.0
24.9,31.7,19.8,1012.3,70.0,1.1,1.7,13.0,207.0
24.0,32.1,17.8,1012.2,64.0,1.1,1.9,7.6,230.0
23.2,32.1,16.0,1013.7,62.0,1.0,3.7,11.1,232.0
22.5,29.3,16.6,1014.0,57.0,1.3,5.4,11.1,215.0
22.7,31.1,15.8,1014.5,54.0,1.4,7.2,20.6,239.0
23.4,31.2,15.0,1013.4,58.0,1.1,4.1,14.8,196.0
23.7,31.8,16.8,1012.3,60.0,1.4,3.9,13.0,206.0
22.8,31.8,17.0,1012.6,62.0,1.1,4.6,14.8,235.0
23.2,30.6,16.4,1011.6,61.0,1.4,6.3,14.8,199.0
23.9,31.7,16.6,1012.9,69.0,1.0,2.4,11.1,232.0
24.0,32.1,17.1,1014.6,69.0,1.3,1.7,9.4,185.0
24.2,31.6,17.2,1015.3,62.0,1.1,4.3,11.1,282.0
21.3,29.5,14.6,1014.0,57.0,1.3,3.5,9.4,226.0
19.1,29.5,11.2,1014.8,58.0,1.1,2.2,13.0,222.0
19.4,28.5,10.9,1015.9,57.0,0.8,2.2,11.1,317.0
18.5,27.6,11.7,1016.6,56.0,1.3,3.3,11.1,257.6666666666667
18.3,27.6,9.0,1016.4,48.0,1.3,7.4,22.2,166.0
18.6,27.5,10.6,1014.8,51.0,1.3,2.8,11.1,135.0
18.3,27.6,9.4,1015.2,51.0,1.8,2.6,11.1,133.0
17.6,27.6,9.1,1016.2,56.0,1.4,2.8,14.8,175.0
17.7,28.1,8.6,1017.7,57.0,1.4,2.0,7.6,189.0
17.6,28.8,8.5,1016.6,59.0,1.3,1.1,9.4,211.45833333333331
18.4,28.8,11.7,1014.9,58.0,1.4,3.7,9.4,215.0
17.2,27.8,9.8,1014.1,64.0,1.0,2.0,11.1,223.0
17.6,27.6,8.8,1013.6,61.0,1.4,1.7,7.6,187.54166666666663
17.0,27.8,8.8,1014.8,59.0,1.1,1.5,11.1,198.0
16.8,27.8,8.5,1015.9,58.0,1.4,4.3,9.4,156.0
16.4,26.6,8.0,1015.0,57.0,1.3,2.6,14.8,135.0
17.4,26.7,9.0,1011.2,55.0,1.4,6.3,14.8,152.0
20.1,30.0,11.4,1013.8,47.0,1.8,8.9,22.2,46.70833333333334
20.1,29.0,13.8,1014.3,52.0,1.9,7.2,22.2,91.0
20.3,28.1,14.0,1013.6,52.0,1.9,9.3,22.2,99.91666666666669
19.8,32.5,12.6,1015.8,55.0,1.4,3.9,11.1,113.0
17.8,27.8,10.0,1017.3,62.0,1.4,2.6,13.0,166.0
18.3,27.5,10.6,1016.3,54.0,1.9,4.8,11.1,146.0
17.2,27.4,10.5,1014.9,52.0,1.6,4.8,14.8,119.0
17.1,26.3,10.2,1015.1,54.0,1.6,2.8,11.1,110.0
14.5,28.9,8.6,1017.6,49.0,2.1,4.6,22.2,161.0
13.3,23.8,6.6,1017.5,56.0,1.4,2.8,13.0,169.0
16.7,30.4,5.1,1016.9,56.0,1.3,0.6,3.5,216.79166666666663
15.8,22.3,10.4,1016.2,77.0,1.0,8.9,14.8,203.0
15.0,20.8,13.2,1016.8,93.0,1.1,3.5,9.4,25.08333333333333
14.2,20.0,10.4,1019.2,82.0,1.6,1.9,9.4,57.08333333333334
14.0,19.3,9.0,1021.4,80.0,1.1,4.6,9.4,152.0
12.9,19.6,9.2,1020.4,76.0,1.0,6.5,14.8,177.0
11.7,19.6,7.4,1021.4,82.0,0.6,3.0,11.1,239.0
11.7,17.6,7.4,1022.3,85.0,0.3,0.4,3.5,349.0
11.3,17.5,7.2,1018.8,81.0,0.8,5.7,13.0,188.0
9.5,17.5,5.6,1018.1,84.0,0.5,0.9,3.5,310.0
9.4,15.8,4.2,1017.0,89.0,0.3,1.3,3.5,375.0
9.6,16.3,6.0,1017.8,83.0,0.5,1.7,9.4,297.0
9.6,15.9,5.0,1021.2,86.0,0.3,3.5,9.4,441.0
9.3,16.0,6.0,1020.0,85.0,0.6,8.1,14.8,204.375
10.8,17.0,6.3,1017.7,82.0,0.8,7.8,11.1,223.0
10.4,19.2,4.8,1018.6,71.0,0.8,2.8,11.1,248.0
8.9,18.3,2.6,1019.9,88.0,0.2,0.7,5.4,441.0
11.1,21.2,4.8,1017.2,74.0,0.6,1.5,11.1,237.0
11.6,21.2,4.5,1014.8,74.0,0.6,2.6,9.4,334.0
14.9,21.6,8.8,1017.4,76.0,0.8,0.9,7.6,172.75
14.7,21.6,10.2,1018.1,97.0,0.6,3.1,9.4,146.0
15.0,16.8,13.6,1017.5,94.0,0.5,0.9,7.6,113.0
14.2,19.0,9.8,1019.5,82.0,1.0,9.4,16.5,144.0
13.9,20.7,7.8,1015.8,74.0,1.3,15.0,22.2,118.0
12.0,20.7,8.4,1015.6,83.0,0.8,4.4,11.1,170.0
9.8,17.6,6.4,1016.6,90.0,0.5,3.9,11.1,227.0
10.1,14.5,7.2,1019.2,90.0,0.3,3.3,7.6,231.0
10.5,16.3,6.8,1020.1,84.0,0.5,1.5,5.4,272.0
11.2,18.3,7.2,1018.8,77.0,0.8,4.4,9.4,205.0
11.1,18.3,6.6,1019.1,83.0,0.6,4.8,13.0,256.0
10.6,16.2,5.7,1019.4,83.0,0.5,0.9,7.6,272.0
12.3,18.3,4.0,1017.1,81.0,0.5,4.8,9.4,228.0
12.1,18.3,9.0,1017.5,86.0,0.6,5.2,9.4,200.0
12.3,19.0,5.8,1019.3,82.0,0.5,0.9,7.6,214.0
13.0,20.6,8.2,1019.2,81.0,0.6,4.6,13.0,210.0
13.6,21.1,8.4,1019.2,80.0,1.0,1.9,9.4,210.0
13.2,21.6,6.4,1018.6,76.0,1.0,2.6,9.4,227.0
13.9,21.6,9.4,1019.0,79.0,1.0,1.9,14.8,217.0
13.4,20.7,9.8,1020.1,80.0,0.8,7.2,11.1,212.0
13.3,17.5,9.5,1021.2,79.0,0.8,3.7,7.6,202.0
12.6,13.2,12.0,1020.5,96.0,0.6,3.1,7.6,149.0
14.7,19.8,11.4,1019.9,88.0,1.0,1.1,9.4,85.0
12.5,19.8,10.3,1020.7,89.0,1.0,9.8,14.8,102.0
13.1,18.3,8.5,1020.6,80.0,0.8,4.1,14.8,138.0
13.7,18.3,11.6,1019.9,91.0,0.6,0.9,7.6,153.0
13.3,18.4,9.8,1019.3,79.0,1.0,5.2,14.8,159.0
12.7,19.6,6.2,1020.5,61.0,2.1,12.0,24.1,133.0
13.8,21.5,7.2,1018.0,60.0,2.4,9.1,24.1,151.0
15.1,24.0,6.7,1017.6,66.0,1.3,5.0,11.1,224.0
17.3,23.8,10.4,1017.5,70.0,1.0,11.9,18.3,177.625
16.7,23.8,13.0,1020.7,75.0,0.8,7.2,14.8,149.0
14.6,23.1,11.3,1022.1,84.0,0.6,9.3,14.8,114.0
14.4,22.6,9.6,1019.2,62.0,1.4,7.4,18.3,97.0
15.2,24.5,7.0,1019.0,64.0,1.8,3.0,11.1,162.0
15.7,25.6,7.4,1016.9,68.0,1.4,1.9,7.6,161.0
16.7,25.6,9.3,1017.5,66.0,1.4,4.4,13.0,136.0
16.9,25.5,10.5,1019.9,65.0,2.3,5.6,22.2,50.91666666666666
15.8,24.3,9.7,1019.7,65.0,2.4,4.6,11.1,117.0
16.1,24.3,8.3,1017.1,70.0,1.4,1.9,7.6,146.0
15.6,24.0,8.7,1016.0,73.0,1.3,5.9,18.3,166.0
17.2,25.5,9.3,1012.8,61.0,2.4,6.7,20.6,120.0
19.3,28.6,10.6,1009.5,65.0,2.6,4.3,14.8,137.0
18.9,28.6,11.2,1012.8,73.0,0.8,1.5,7.6,197.0
20.7,27.1,14.6,1013.6,76.0,1.3,10.4,14.8,161.0
20.7,27.6,16.2,1012.1,78.0,1.4,5.4,14.8,161.0
21.3,28.9,14.4,1011.5,76.0,0.8,5.0,13.0,144.16666666666666
22.9,29.3,17.0,1012.4,78.0,1.6,7.6,14.8,166.0
22.8,29.3,18.0,1013.7,72.0,1.9,7.2,14.8,126.0
21.9,29.1,15.2,1014.1,69.0,2.3,11.3,18.3,94.0
22.2,28.6,16.0,1013.6,65.0,1.9,15.7,25.9,64.0
21.6,28.6,16.6,1014.1,77.0,1.1,3.0,5.4,157.0
22.9,28.6,15.2,1010.7,75.0,0.8,5.7,11.1,182.0
23.2,28.6,18.4,1008.5,65.0,1.4,6.5,13.0,133.0
20.0,27.6,14.5,1009.8,42.0,1.9,6.7,11.1,69.0
19.2,27.6,11.1,1013.0,49.0,2.6,5.7,11.1,79.29166666666667
21.2,29.2,12.6,1012.9,51.0,2.6,7.0,11.1,92.0
17.3,19.0,15.2,1011.0,94.0,1.8,14.8,24.1,31.625
